Gene.symbol	Gene.ID	adj.P.Val	logFC
KDM8	79831	1.33968927885785e-09	-1.08008370790242
		1.34908355684981e-09	-1.51691745128771
IL12RB1	3594	1.35883839483676e-09	-1.6302975956942
ULK4P1///CHRFAM7A///CHRNA7	89838///89832///1139	1.41170954047628e-09	1.94973399642453
BUB1	699	1.41585824080813e-09	2.17302987579199
CLIC2	1193	1.41595101551623e-09	2.67469856107007
SLC43A3///PRG2	29015///5553	1.42316169200692e-09	2.02758887466392
KLHL3	26249	1.43154946054628e-09	-1.7306895221772
PHTF1	10745	1.43154946054628e-09	2.03642222868576
		1.43176202012614e-09	-2.01168788180033
RARG///RARG	5916///5916	1.43357262692015e-09	-1.34254005635726
LOC400590	400590	1.43820355536359e-09	-1.57295512474601
VWF	7450	1.44029268660039e-09	1.17974464363626
KIF4A	24137	1.44396104208783e-09	2.50964387871249
TBXAS1	6916	1.44920055650192e-09	2.63679982585348
TOM1L2	146691	1.45013114165091e-09	-1.09737071130503
KIAA1522	57648	1.4585093987641e-09	0.852552537951874
SERPINB2	5055	1.55575775355353e-09	3.39584083350913
CYBB	1536	1.56349893716835e-09	5.49408646877486
UBQLN2	29978	1.58061345298805e-09	-1.06703561025284
RTN4	57142	1.58819904358911e-09	1.14757966583098
SKA3	221150	1.62564566523667e-09	2.28572523801949
TRIP13	9319	1.62736510216054e-09	2.0731885888238
KDM8	79831	1.64460372498186e-09	-1.46805665579029
JARID2	3720	1.66798695265131e-09	1.27960443987337
FPR2	2358	1.67693853275049e-09	1.89442746945709
SAMD12	401474	1.68749603783467e-09	-2.0992897148601
GSTP1///GSTP1	2950///2950	1.74348014712185e-09	1.58965656767867
MEFV	4210	1.74348014712185e-09	1.43511207729388
ARHGAP45	23526	1.74348014712185e-09	-1.39270296926256
ST3GAL4	6484	1.7821188943231e-09	1.57025483593561
METTL23	124512	1.81111056319666e-09	-1.13181874975968
TBCC	6903	1.85416639475541e-09	-0.941634195830513
GPR141	353345	1.85416639475541e-09	2.25619282956105
OSCAR	126014	1.85416639475541e-09	1.12781341163592
PAQR7	164091	1.89415364740633e-09	1.34668498321249
TWSG1	57045	1.91661802306066e-09	1.77155835816471
TMOD4	29765	1.92852342444736e-09	-0.902747570431168
SUN2	25777	1.9289242604644e-09	-1.44691231693408
		1.94928696447555e-09	1.27300629561582
PRKCD	5580	1.95629239670435e-09	1.99489453298027
ESPL1	9700	1.97095953841409e-09	1.66086607923524
MAML2///MAML2	84441///84441	1.97095953841409e-09	-3.81925868827569
LILRB3	11025	1.99906342205034e-09	1.99482317797977
SLED1	643036	2.05361711987871e-09	2.00168422476267
POLR2J3///POLR2J2///POLR2J4///POLR2J	548644///246721///84820///5439	2.05633065019121e-09	-1.37360525477424
FAM151B	167555	2.06468918891791e-09	1.3787425735007
SLFN5	162394	2.07250000261292e-09	-4.5519221162744
DDAH2	23564	2.11571458687021e-09	1.78141250432113
FAM153C///FAM153A///FAM153B	653316///285596///202134	2.11571458687021e-09	-1.70064397876016
SLC31A2	1318	2.1300135797868e-09	1.73876852301255
FAM98C	147965	2.16372052346579e-09	-0.829688716322221
VSIG4	11326	2.17629606549459e-09	1.67619766504405
EIF2AK4	440275	2.19476687657344e-09	1.37126874151589
		2.2278380523105e-09	-1.34909302955782
LONP2	83752	2.24276737070319e-09	-0.700622189171531
		2.25309555318817e-09	-2.05533106174065
SPRY2	10253	2.25757877101133e-09	3.00592200966175
RAVER2	55225	2.26129586975755e-09	2.46862253454908
ZNF721	170960	2.35135500092851e-09	-1.72879899626243
		2.40361141712576e-09	-4.01204113946824
ATP2A2	488	2.40361141712576e-09	0.830494696521523
DEPDC1B	55789	2.41352502172884e-09	2.21915097837125
IL1RAP	3556	2.41949541324317e-09	2.56223516643275
PKI55	150967	2.42673845425021e-09	-1.35066525930826
PPIF	10105	2.42755359587408e-09	1.95619278555782
CA2	760	2.42755359587408e-09	3.75047713051902
LINC01599	196913	2.43448946669116e-09	-1.05818040972068
PCID2	55795	2.44447153081757e-09	-1.28023913239799
TINF2	26277	2.45871518770098e-09	-0.921494846913173
HIST2H2BE	8349	2.47720475829267e-09	2.29783256307747
TRIM62	55223	2.48322509959219e-09	-1.06822977729707
NRCAM	4897	2.4982364844281e-09	-1.39046026718785
DENND1A	57706	2.51173873629087e-09	1.06144425783273
		2.56705384867331e-09	-1.62163709495036
PLD1	5337	2.6002852186999e-09	3.74119808766708
DNAJB11	51726	2.60109193531038e-09	1.35334788201337
C17orf53	78995	2.60109193531038e-09	1.08933135862701
HYKK	123688	2.62384377826906e-09	-1.61061805615524
SPC25	57405	2.63738639697533e-09	2.20034526867892
ARHGAP12	94134	2.64838804197091e-09	-1.5391269017559
SIGIRR	59307	2.65192462752062e-09	-1.12082049114755
MACC1	346389	2.65192462752062e-09	3.1450043663758
TTC16	158248	2.66335247469478e-09	-0.970185115101699
NLRP6	171389	2.7077882654125e-09	-1.09989759661815
B4GALT6	9331	2.72024215080152e-09	3.11110241835451
FBXO44	93611	2.72833776088764e-09	-0.908551145836437
ADM	133	2.74428380670464e-09	1.67577761191852
PCNA	5111	2.76684361175611e-09	1.85051828190489
AIDA	64853	2.77583934488038e-09	-1.06267064795295
UHRF1	29128	2.79800820498571e-09	2.04142131774727
SLC7A5	8140	2.80611605527692e-09	1.86825183591017
CD3D	915	2.86011858892979e-09	-5.75218900566033
NKIRAS2	28511	2.88593774172353e-09	0.95916338584608
GK3P///GK	2713///2710	2.88899584116616e-09	1.74831931099054
PLCG2	5336	2.9223854245721e-09	2.717522135574
MMRN1	22915	2.96417007697572e-09	3.35119415638824
KLRA1P	10748	2.99201326915769e-09	-2.10068092895522
CD200R1	131450	3.04173126723042e-09	-2.41462687778012
KLKB1	3818	3.09999841029763e-09	-1.23171430113734
WHSC1L1	54904	3.13897181961052e-09	-0.822479504631948
GEN1	348654	3.15913918070739e-09	1.76319322407593
SLCO4C1	353189	3.1601328012947e-09	-1.67160214032913
C15orf40	123207	3.1601328012947e-09	-1.30076158855345
RREB1	6239	3.20513936651383e-09	1.21781058226721
RNF216P1	441191	3.21456083088375e-09	-1.41386940417644
LOC441081	441081	3.23562224542929e-09	1.91935228021885
HOMER3	9454	3.32445097664905e-09	2.21095682251148
SH2D2A	9047	3.33561888180993e-09	-1.87041784951978
PADI4	23569	3.35950483230803e-09	1.48946073764108
GPR27	2850	3.3819127680263e-09	1.16545164587346
BLOC1S4	55330	3.41413922773463e-09	-1.62083647258076
ZNF500	26048	3.44725753650654e-09	-0.752665710220732
EHD1	10938	3.47906133097949e-09	-1.40670080488703
ENPP5	59084	3.47906133097949e-09	-1.18683203168207
SLC2A9	56606	3.49667652100959e-09	2.18091897399362
CCDC88C	440193	3.51274965729647e-09	-1.3790630198468
LRIG1	26018	3.51533528176418e-09	-3.1544136207193
GRAP2	9402	3.53269952052567e-09	-4.36561471798987
ADAMTSL5	339366	3.54280472705879e-09	-0.827299479068588
RLN2	6019	3.56129356990139e-09	-0.920330983246001
GUSB	2990	3.59115588940765e-09	1.59749708371794
POLE2	5427	3.59870607048791e-09	1.82802916415157
HLX	3142	3.64835439317882e-09	2.5402481097479
RRM2	6241	3.65907226310461e-09	2.09157778486078
		3.67159676601699e-09	-1.55617853186678
ZDBF2	57683	3.67366793974389e-09	-2.56582440881839
GPR162	27239	3.73744594012257e-09	1.32996189110316
FAM30A	9834	3.77192308432672e-09	2.0051115586435
PTTG1IP	754	3.80778078324304e-09	1.43837984373552
RPS25	6230	3.80778078324304e-09	-1.18446645733296
PFN2	5217	3.84195469963684e-09	-2.39390351266212
MGC57346	401884	3.89006468877355e-09	-2.29321404103695
HDGF	3068	3.92570108582164e-09	1.03100227673112
CBR3	874	3.93478920416924e-09	-0.996392834027602
DOCK7	85440	3.97264508223156e-09	1.55372585834712
CHAF1A	10036	3.98940206391839e-09	1.44159837622619
TPRG1L	127262	3.99362328846393e-09	-1.16017949659366
WDR34	89891	4.05752526597596e-09	1.15544794144111
EIF4G3	8672	4.21087844481514e-09	1.23005047616887
THAP11	57215	4.30036076352032e-09	-0.838411075760746
		4.32958520882646e-09	-0.968508794143012
LIX1L	128077	4.41512628314915e-09	-0.891167889576416
TARP	445347	4.41512628314915e-09	-2.42037284729918
CXCR3	2833	4.65205528085378e-09	-1.48385820998187
SLC17A9	63910	4.67566095508492e-09	2.17669422415125
FNTA	2339	4.69960138161098e-09	-1.01964738305037
LPAR4	2846	4.70278339216918e-09	2.20232786359156
SPECC1	92521	4.70898829973545e-09	1.81864013537592
APPL1	26060	4.70898829973545e-09	0.978440378054081
KCTD12	115207	4.77795640258238e-09	1.58972134996268
NSG1	27065	4.788743527641e-09	-2.25612250739251
SIL1	64374	4.788743527641e-09	0.929665157488629
PARVA	55742	4.79728564880446e-09	-0.710821493866244
		4.93340191423033e-09	1.32135652316
EVI5	7813	4.9832913373662e-09	2.26951542041131
		4.9832913373662e-09	1.63737150010212
FCAR	2204	5.00788591430122e-09	1.85360757241612
LAT	27040	5.02925793070406e-09	-3.4364204010501
TARSL2	123283	5.04805107104648e-09	-1.44827519784283
ZNF75A	7627	5.12237161271181e-09	-1.34635882311643
ERP27	121506	5.13041041173528e-09	-2.75934696679287
ASB6	140459	5.21220385482974e-09	-0.924791489877237
EZH2	2146	5.21784462972179e-09	1.50287280253513
B3GALT4	8705	5.23252262470785e-09	-1.02571033526766
MEF2C	4208	5.27317032867651e-09	5.52772317713568
KIF18A	81930	5.39895266041863e-09	1.88527866785955
NCOA4	8031	5.42939829623155e-09	1.43134762675875
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	8363///8362///8363///8362	5.52233604017286e-09	1.57461410772165
FPR1	2357	5.55144850564557e-09	2.0507448731803
CDC14B	8555	5.59319142275692e-09	-1.16606328707475
ALS2	57679	5.73082561219763e-09	1.62630668310143
ASPM	259266	5.75141374802964e-09	2.52294544211286
		5.75162781360835e-09	-1.52149633844884
		5.82830270353261e-09	2.07500093825509
CLK2	1196	5.85358844757786e-09	-0.792881328371553
PLLP	51090	5.94658686461533e-09	-1.02073873820487
PP13439	100128046	5.94658686461533e-09	2.2126961596935
		5.96116341638433e-09	1.00525083031009
		5.98628259012316e-09	-1.08345254033708
RIN2	54453	6.01721696206791e-09	1.96229971259185
AAK1	22848	6.03327046634307e-09	-1.86710604385902
LEXM	163747	6.10075213194394e-09	-0.880467955066512
ZBTB2	57621	6.10456857994901e-09	-1.0434060066029
GLS2	27165	6.10456857994901e-09	-1.01630130707684
HEMK1	51409	6.12180986368904e-09	-0.971984213664762
GALM	130589	6.2530605292839e-09	-2.51814062200172
ST6GALNAC6	30815	6.2530605292839e-09	-1.49921919030666
BEX2	84707	6.25514928897342e-09	-1.47492134442126
ZNF660	285349	6.25514928897342e-09	2.2917418792562
LDOC1	23641	6.30810597900388e-09	-1.92297156881025
PNP	4860	6.35093991737152e-09	1.90565525592188
GBGT1///GBGT1	26301///26301	6.37337483014278e-09	1.67882132210139
TTN	7273	6.4129903292156e-09	-2.96323839036228
C5AR1	728	6.44380073052697e-09	1.96897856015416
PGGHG	80162	6.44380073052697e-09	-2.26720911785163
FCGR2A	2212	6.44380073052697e-09	3.2429857142462
TAP2	6891	6.48123396017081e-09	-1.08526706715875
LTBP1	4052	6.54877272018985e-09	2.79450043997409
FAM19A1	407738	6.57123551568938e-09	-2.15981265490236
ALDOC	230	6.59937854354798e-09	-2.13348178467542
KATNB1	10300	6.60878530482555e-09	0.813441231366092
RASSF7	8045	6.7013169629405e-09	-0.839413497540377
		6.78981452719221e-09	-1.96747279330474
STIL	6491	6.81830963157241e-09	1.86396206117327
BOD1	91272	6.81830963157241e-09	-1.01905840199544
SMCHD1	23347	6.83741104592485e-09	-0.853674500898981
ACSL1	2180	6.83957204874199e-09	3.05761212746102
NCAPH	23397	6.83957204874199e-09	1.84505044554636
FAM53C	51307	6.97362487714555e-09	1.11591776533285
		6.9786773903574e-09	-1.9753156557312
FUT4	2526	6.9786773903574e-09	1.2593293408829
		6.99847486295418e-09	-1.70142724414522
BIN1	274	7.04641693521845e-09	-2.03500038619527
TMEM243	79161	7.1052683804901e-09	-2.3422603162072
		7.33709560587577e-09	-0.719495004135803
		7.37473860091359e-09	-1.52838282862885
PSMD1	5707	7.39589881368853e-09	1.27596608500889
GINS2	51659	7.39779082372114e-09	1.73390985907659
DMRTC1B///FAM226B///FAM226A///DMRTC1	728656///653687///203429///63947	7.42998976812619e-09	-0.869491237259523
MNS1	55329	7.47988932949458e-09	2.09775073987344
TRIM69///TRIM69	140691///140691	7.47988932949458e-09	-0.875615490253488
RNASE6	6039	7.5129415973429e-09	2.94140298925656
ERG	2078	7.58114021943419e-09	4.25405101581798
SP140L	93349	7.62349590857113e-09	-1.7319076085602
MRC1	4360	7.63209028366133e-09	3.13273430736373
LOC100131541	100131541	7.65546126297546e-09	-2.72334639003257
NSUN5P2///NSUN5P1///NSUN5	260294///155400///55695	7.66582928234621e-09	-1.1829976799267
TIAM1	7074	7.76464155715564e-09	-2.18611180192936
FZD5	7855	7.76464155715564e-09	1.52302415690724
CASP8AP2	9994	7.8977844681503e-09	-1.41284720752168
OAZ2	4947	7.98606113699816e-09	0.892961797353329
TK1	7083	8.15529289822941e-09	1.85034645978948
DHX16	8449	8.1874436189614e-09	-1.18368630132982
SMPD1	6609	8.35385350825133e-09	-1.30470119296954
SCIMP	388325	8.36424600643549e-09	2.7295491559022
HAL	3034	8.39239657795681e-09	2.45343135282496
TPPP3	51673	8.45757931046849e-09	1.04158970739829
CAPRIN1	4076	8.50903789069275e-09	0.698634441656171
QPCT	25797	8.53640835524667e-09	1.60567280099847
SLC25A53	401612	8.74328778220556e-09	-1.06359634730009
		8.74685907250497e-09	-1.3822388947805
DAB2	1601	8.80137106940248e-09	2.7492570293561
PERP	64065	8.80543864446433e-09	-1.2625173538881
MFSD1	64747	8.90393005180682e-09	1.94999288699912
ABLIM1	3983	8.94235589234266e-09	-3.26491662012867
ECT2	1894	8.97521428048801e-09	2.14373336776915
KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	8.97671687715791e-09	-1.26628608296352
ACSL4	2182	8.98252913666153e-09	1.46067712930129
DEF6	50619	9.0208009551751e-09	-0.919295871964667
RNF220	55182	9.10458295892984e-09	1.85595245369695
C3orf14	57415	9.13865374998588e-09	-0.811707070984398
ZNF710	374655	9.33595332600353e-09	0.825340440596916
CHD3	1107	9.35381111201357e-09	-1.22517520238289
RPN1	6184	9.35381111201357e-09	1.07697599249314
ZBTB38	253461	9.36194718229840e-09	-2.55614793044398
N4BP1	9683	9.41286594613853e-09	-0.850329784235705
SLC35E2B	728661	9.41925495058666e-09	-0.998183399648961
DCAF5	8816	9.41925495058666e-09	-1.08930428854786
CYTL1	54360	9.47459742785232e-09	2.82690494923194
GAA	2548	9.48323937728298e-09	1.01513470719989
TCF4	6925	9.51370835335162e-09	3.98246775763956
PRUNE1	58497	9.54946593076085e-09	-1.36322386955691
GNG5	2787	9.58795433213997e-09	1.25529131565225
OS9	10956	9.68604928167371e-09	0.992202986868669
RPL21P44	402176	9.68865244830957e-09	-1.16954709539429
TNIK	23043	9.68865244830957e-09	-3.247034209647
		9.72794534482348e-09	-1.6986298963898
C9orf142	286257	9.79537516807289e-09	-1.10305608789124
HSPA5	3309	9.89992223247143e-09	1.2699542634709
LOC102724788///PRODH	102724788///5625	9.91041311009486e-09	1.09411482195553
SNRK	54861	9.94114955469882e-09	-1.16234887572733
SGF29	112869	9.99579492848236e-09	-0.926670455063467
STEAP3	55240	1.00945280967984e-08	1.91491982578402
ZNF548	147694	1.010216805364e-08	-0.977439869653094
BCAT1	586	1.01623003539621e-08	3.32413061146029
SUSD3	203328	1.02117783495813e-08	-1.58669382023046
DDX58	23586	1.05289862495981e-08	-1.81124549364271
		1.06032443791887e-08	-1.53910626610658
GMNN	51053	1.06131450934191e-08	1.82635859806999
		1.06360898354233e-08	-1.77764576863068
C16orf52	730094	1.06360898354233e-08	-1.60304885263171
UBIAD1	29914	1.08507425564543e-08	-0.888412744130408
CREB3L4	148327	1.1108106456327e-08	1.22966207876627
C4orf46	201725	1.12180155633442e-08	1.73428818167576
CDK2AP1	8099	1.13850595867326e-08	1.95678669346899
PLPP6	403313	1.14013107303469e-08	-1.21545708223629
ATP1B1	481	1.16546228903062e-08	2.55073273118269
MYCN	4613	1.16546228903062e-08	2.57412447849814
SPATS2	65244	1.19100106610586e-08	1.3993055115411
PI16	221476	1.20003263635856e-08	-1.42352328628033
RAB43	339122	1.2118584053565e-08	-1.090399547703
OR2W3///TRIM58	343171///25893	1.21638583219754e-08	1.75245265184694
CENPT	80152	1.22201430513283e-08	-0.772802917175134
TMEM117	84216	1.2244911449921e-08	-2.14692779215688
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	7120///7116///7115///7114	1.23217086685587e-08	-0.960401884947979
CD2	914	1.26613656878759e-08	-4.3539119978389
MOAP1	64112	1.27063935989261e-08	-1.12577310416948
ANAPC16	119504	1.27528863079808e-08	-1.52388094264581
ARNTL	406	1.27650801881421e-08	-2.23517127779839
		1.29051999202811e-08	-1.44727192688078
SDSL	113675	1.29988948561863e-08	1.33884651227911
ESCO2	157570	1.30438890838952e-08	2.35532061720113
VAPB	9217	1.31364988552397e-08	-0.807845265308177
ZBTB8B///ZBTB8A	728116///653121	1.31555611013874e-08	1.95480882525412
GZMB	3002	1.32554188063876e-08	-1.38261898259882
AQP9	366	1.3273494341194e-08	2.39750914213847
UBE2W	55284	1.32775971019435e-08	1.35696024641168
LTBP3	4054	1.32775971019435e-08	-1.60196024653819
CTBP2	1488	1.32775971019435e-08	2.35428773416411
ZNF398	57541	1.33902648569977e-08	-1.0718681833903
PROM1	8842	1.33993275365686e-08	3.93906372034178
C7orf43	55262	1.36397220241524e-08	-0.962244431701535
MERTK	10461	1.38538787941144e-08	3.05230168345353
		1.39503904989937e-08	-1.27667349143544
RASA2	5922	1.39508971648106e-08	-1.95221014240423
MIR32	407036	1.40632322143094e-08	-1.85852440309384
PF4	5196	1.42883198506994e-08	1.49788336467722
RORC	6097	1.45012887834456e-08	-1.48045803137012
COMT	1312	1.45313426256769e-08	1.31984386518566
BSG	682	1.45979364479092e-08	1.49236567374006
AFAP1	60312	1.47674121845389e-08	-1.51503110381512
SLAMF6	114836	1.48277801969593e-08	-3.81868865851249
FGD2	221472	1.49157347325785e-08	1.98515757601815
ZC3H6	376940	1.50573009907544e-08	-1.65641510628904
ALS2CL	259173	1.50604113386261e-08	-1.01071689056609
PLEKHF1	79156	1.53281878668262e-08	-1.34947132785481
CDHR3	222256	1.54433420499014e-08	-0.716078160161562
HPGDS	27306	1.54433420499014e-08	2.99557321180538
KLHL28	54813	1.56223042134462e-08	-1.07869600454331
ABHD17A	81926	1.56244283723408e-08	-1.30127079649549
MICU3	286097	1.56366744014833e-08	-1.83447470474857
SCML2	10389	1.57250562513082e-08	2.78719548578906
CPT1A	1374	1.57420648046734e-08	1.69121793676092
		1.59463973567999e-08	2.20578253291907
AKR1C3	8644	1.62681185613734e-08	3.11777850094346
ZC3HAV1	56829	1.62681185613734e-08	-1.16704572954856
		1.63051529856992e-08	-2.09814800704206
TSPAN3	10099	1.63051529856992e-08	1.9031446485772
ATP6V1B2	526	1.63358704216039e-08	1.35854783457865
NMRAL1P1	344887	1.66059871223055e-08	1.03506116163386
MANBA	4126	1.71092134619306e-08	1.55415208577406
		1.72946149608103e-08	-1.21515824769095
SNORA36C	100124535	1.73595553680844e-08	-1.45345319847467
MFSD8	256471	1.73595553680844e-08	-1.07426802832438
ZFP37	7539	1.73595553680844e-08	-1.37291823204536
CALCRL	10203	1.76147989339462e-08	2.53284074627892
ARHGEF34P///OR2A7///OR2A25///OR2A4	728377///401427///392138///79541	1.79238095190389e-08	-1.56854423638353
HIST1H3H///HIST1H2AI	8357///8329	1.85350538996595e-08	2.38176445739453
RGS14	10636	1.85492191246692e-08	-1.00501344678214
RAD51	5888	1.86448700690171e-08	1.7461691689048
KPNA5	3841	1.88300077462842e-08	-1.39826793077572
IL23R	149233	1.89513896664139e-08	-1.38004522653849
HDC	3067	1.92516079153189e-08	1.94942676702548
		1.94794502346768e-08	1.10740894049169
FSCN1	6624	2.05034451987942e-08	1.95130417904244
TMEM176B	28959	2.06618398393433e-08	1.39709075234298
LOC283588	283588	2.08090803419406e-08	-1.19693814879903
GUCY1B3	2983	2.08814503851667e-08	2.83623145681419
CERS6	253782	2.08814503851667e-08	1.12176975262432
CRTC3	64784	2.09998616010726e-08	-1.86168668854244
PRKAR2B	5577	2.11139079194624e-08	3.09563744692305
LTB	4050	2.14842206790288e-08	-1.9298893820635
HMOX1	3162	2.18932375151941e-08	1.58488683406397
PLTP	5360	2.1915538103489e-08	2.56802426913356
SUOX	6821	2.19868601607744e-08	1.66976866165765
CLEC10A	10462	2.20863039583773e-08	1.1972533166456
TCEANC	170082	2.20975679286615e-08	-1.34398004951937
WEE1	7465	2.27059353938509e-08	1.40535265081101
SLC41A1	254428	2.28685587259582e-08	-1.97582114259358
CD83	9308	2.30922962815171e-08	1.94085410485581
ZNF767P	79970	2.31630792972084e-08	-1.07205618630534
FGD3	89846	2.32585710643008e-08	-1.65845363998498
ZNF788	388507	2.37115784741236e-08	1.88811252043949
DNAJB9	4189	2.40065016924041e-08	-1.3033509460793
DENND3	22898	2.43109142981703e-08	3.12686282521051
RPS6KC1	26750	2.43431190369456e-08	1.24705338171429
LINC00282	283521	2.43929693443942e-08	-1.28586636390959
OVGP1	5016	2.45177966507149e-08	-1.16438168515342
METTL25	84190	2.45718566666459e-08	-1.11338961164716
ORC1	4998	2.45718566666459e-08	1.89675800599221
CD3G	917	2.46647670703662e-08	-5.3761893947003
ITGB8	3696	2.48335449746056e-08	1.40617129113512
LTB	4050	2.50336074858847e-08	-0.904885937651327
TPSB2///TPSD1///TPSAB1	64499///23430///7177	2.50336074858847e-08	1.82214459153607
LRP8	7804	2.51053151372224e-08	1.18865929840414
FMNL3	91010	2.51704450303596e-08	-1.58508667976136
TMEM187	8269	2.51779238522871e-08	-0.762633456671895
KLHL22	84861	2.52889901079374e-08	-0.993992904796877
		2.55647474861277e-08	1.12260066065262
		2.60142056256336e-08	-0.840364451449866
ZNF563	147837	2.61475190997697e-08	-1.11392475467879
PYHIN1	149628	2.62183436495865e-08	-4.04876511039564
PRMT2	3275	2.66149093698876e-08	-1.25262480401675
		2.66952882632645e-08	-2.21410218624505
STARD8	9754	2.67044950642224e-08	1.74660866360741
KLF10	7071	2.67812279894203e-08	1.94871875424321
URI1	8725	2.71102734307324e-08	-0.913027006938727
LAX1	54900	2.72168086056243e-08	-2.33314498433768
		2.74272440061753e-08	-1.26616001541726
MALAT1	378938	2.75332066156709e-08	-1.22980299926914
TRAF3IP3	80342	2.78765434157654e-08	-2.36820169274193
DGKA	1606	2.78895709660394e-08	-2.4309336683066
TTK	7272	2.82557821452116e-08	2.16317870571138
TUBB	203068	2.83647068597947e-08	0.966811037786163
TROAP	10024	2.83655688018271e-08	1.52778741837553
SNORD68///RPL13	606500///6137	2.87186092461394e-08	-2.15978922347203
LYZ	4069	2.90759078079331e-08	5.6513289393936
PRSS23	11098	3.00257631242205e-08	-1.02705853043964
TAS2R5	54429	3.05047228656408e-08	-1.10453762031139
SPTAN1	6709	3.0592021508365e-08	-1.60856262063544
SSTR3	6753	3.06352458075242e-08	-0.957992294209686
B3GALNT1	8706	3.06963199246382e-08	2.09050956146207
PIEZO2	63895	3.08187470850779e-08	2.05984436595283
HDAC2	3066	3.09029253121092e-08	0.891452243355549
KRT72	140807	3.10135821207112e-08	-1.87556671246806
		3.1387906864997e-08	-1.3695243460413
SBF1	6305	3.15153522273868e-08	-0.882618178991715
LOC84843	84843	3.16223329048256e-08	-1.07440272140101
HIP1R	9026	3.16751784579427e-08	-1.34176052682725
C1orf50	79078	3.19168713885984e-08	-0.638503730344597
CERK	64781	3.19168713885984e-08	-1.58255841210787
TSHZ1	10194	3.25336621877749e-08	-1.3683882354742
IGKC	3514	3.27237779815503e-08	2.60013609678621
HAAO	23498	3.29901499497377e-08	1.29946020686731
ADCY2	108	3.31126426161531e-08	1.33713976489591
FAM234A	83986	3.37977543496835e-08	0.847692440237823
QSOX1	5768	3.38600755591048e-08	1.84734238763583
PPP1R3F	89801	3.4063013847658e-08	-0.959528126690935
E2F8	79733	3.4371859476831e-08	1.90344271811256
FLJ20712	55025	3.4371859476831e-08	-0.909944274151518
GK3P	2713	3.4371859476831e-08	1.6117044700986
CXorf21	80231	3.4371859476831e-08	4.56073981738951
VSTM1	284415	3.44119131316395e-08	2.01714758927605
CA1	759	3.46932292511888e-08	4.4120983370991
TM2D3	80213	3.4846477592252e-08	-1.16929732034976
		3.48871347447385e-08	-1.03108696098967
PSMA1	5682	3.49822869765891e-08	1.14454307816303
C11orf74	119710	3.49822869765891e-08	1.72534175575733
		3.55814646546369e-08	2.44993593066855
WDR49	151790	3.66340706999539e-08	3.27775722669892
ABCA5	23461	3.67346221201808e-08	-2.15720408567762
		3.81764879683548e-08	-1.59835293554374
USP21	27005	3.8982906956655e-08	-0.822696714081565
SNORD116-4///SNRPN	100033416///6638	3.90033722669962e-08	-2.3958457272988
NAMPT	10135	3.96191018179582e-08	1.94603818112716
CCL5	6352	3.98694157008253e-08	-3.06324588059145
TMEM161B	153396	4.03192539689297e-08	-1.1642963641801
ZBTB34	403341	4.12426643574121e-08	1.80402728673077
PDE3A	5139	4.12990815612452e-08	1.04834686652879
GRK5	2869	4.13499859977537e-08	-2.51382195693927
TMEM51	55092	4.16943935028718e-08	1.01713924103839
		4.1947280558147e-08	1.25858135063199
		4.21479133139148e-08	0.933423613055362
AQP1///AQP1	358///358	4.31232820352204e-08	1.51003428412616
PURA	5813	4.35215708241021e-08	-1.65078925568551
MILR1///MILR1	284021///284021	4.3534712903329e-08	3.55527812961667
CLMN	79789	4.43192413225693e-08	2.51461814308474
LYPLA1	10434	4.4401262246056e-08	0.963458896438288
TIE1	7075	4.4443213441522e-08	1.85975962811414
		4.56918787711039e-08	-1.95168641397162
PIGL	9487	4.60687645497292e-08	-1.06628196743332
STARD3NL	83930	4.60687645497292e-08	1.04537854714735
		4.63394218128315e-08	-1.2823827262776
DPYSL3	1809	4.66509371627929e-08	1.1208317475931
RAB8A	4218	4.80768424610968e-08	1.00667960243811
LINC00544	440131	4.82345968019936e-08	-1.17416376364171
		4.8338987860533e-08	1.10032856397301
SEPT9	10801	4.89435020495604e-08	-1.4732479650227
RAB44	401258	4.89435020495604e-08	2.37415285725112
SCARF1	8578	4.90988468946548e-08	1.23893940410352
CROT	54677	4.93603189636726e-08	-1.76173954857883
MICALL2	79778	5.02601576034808e-08	1.11777983313852
C14orf169	79697	5.02662026013034e-08	-1.01618860670044
IL18R1///IL18R1	8809///8809	5.13459008300464e-08	-1.79680352017408
GNB5	10681	5.17699585950165e-08	-1.19202929195016
ENO2	2026	5.18033578356195e-08	-2.53585155082185
BRWD1	54014	5.20101513366162e-08	-0.885329373424881
KIF9	64147	5.21429577271437e-08	1.0765857218788
HIST1H2AH	85235	5.28637317724299e-08	2.18962224834548
EIF5AL1///EIF5A	143244///1984	5.31304566738708e-08	1.50545929168647
STAMBPL1	57559	5.36721385128e-08	-2.32087618259841
TRIM15	89870	5.36737644557507e-08	0.765634258830162
