Gene.symbol	Gene.ID	adj.P.Val	logFC
MAST4	375449	0.476298137917388	-0.657613696923367
		0.476298137917388	-0.171076934481536
TWSG1	57045	0.476298137917388	-0.700921710670586
		0.476298137917388	0.991965344652124
BCL7B	9275	0.476339010133294	0.393925735192976
SNORD116-15	100033427	0.476339010133294	-2.37720800334412
CRCP	27297	0.476339010133294	0.391676449320587
MCCC1	56922	0.476430562475018	-0.587537895549669
		0.476474077364937	-0.554525834036928
SP7	121340	0.476474077364937	-0.419656800897876
		0.476474077364937	-0.368223437364378
		0.476474077364937	0.170840952420916
NDUFB4	4710	0.476474077364937	-0.585026252662422
CYHR1	50626	0.476474077364937	0.568744488280392
GEMIN8	54960	0.476474077364937	0.467531089116013
TFIP11	24144	0.476474077364937	0.542821847783168
NFKBIZ	64332	0.476474077364937	-1.28619458701601
		0.476474077364937	0.909415320239051
RNF31	55072	0.476474077364937	0.318467592390689
ZNF607	84775	0.476474077364937	-0.713606504036766
ABCD1	215	0.476474077364937	0.589662196223856
SPRN	503542	0.476474077364937	0.297146643255883
HIST3H3	8290	0.476474077364937	0.334004529705719
		0.476474077364937	0.454826070912745
		0.476474077364937	-0.45089309877173
		0.476640167345483	-0.692872403972874
		0.476736256128727	-0.382022119818791
IMMT	10989	0.476736256128727	-0.476443983354249
POPDC2///COX17	64091///10063	0.476808516030645	0.583173909162907
RBM48	84060	0.476954376509859	-0.604594740408171
IER3IP1	51124	0.477165537208913	-0.62076764847941
		0.477165537208913	0.850666366164052
POLDIP3	84271	0.4773484985888	0.501221795647059
		0.477355050264442	-0.401269533752123
TONSL	4796	0.477369700671259	0.376086257114053
ITGB6///ITGB6	3694///3694	0.477369700671259	0.256917941370587
SS18	6760	0.477475031404785	0.36623585970735
RNF126P1	376412	0.477475031404785	0.322725986680556
SLC35F6///CENPA	54978///1058	0.477475031404785	0.727069088522057
CLCF1	23529	0.477475031404785	0.336106654796732
XRCC1	7515	0.477498277727518	0.62720190028219
		0.477765099226681	-0.698845114838399
TMEM263	90488	0.477765099226681	-0.942916100300002
TTLL11	158135	0.477765099226681	0.304611005731208
LOC100505502///LOC646700///LOC392364	100505502///646700///392364	0.477765099226681	-0.369641587644936
PIPOX	51268	0.477765099226681	-0.357006967275654
GDF15	9518	0.477777663335186	0.828749992751308
CATSPER3	347732	0.477825831992145	-0.467369349812911
		0.477825831992145	-0.169409813351961
SLC12A9	56996	0.477907726272211	-0.585946891283825
		0.477907726272211	-0.654559437611111
NMBR	4829	0.477907726272211	0.270991742222876
MARCH11	441061	0.477907726272211	-0.269658287560621
BIRC6	57448	0.477907726272211	0.332564671518135
NDUFB3	4709	0.477907726272211	0.559810262312256
		0.477918952533175	-0.691980404973203
MIR127	406914	0.477918952533175	0.445102746561602
LINC01089	338799	0.477918952533175	-0.537791324508171
TCTN3	26123	0.477924830265119	0.481470680491832
		0.477951931080509	-0.241533192346405
		0.478074368824698	0.754746289776144
FKBP9	11328	0.478115992039547	-0.7608660624067
GLTSCR1	29998	0.478174881397323	0.391715720540359
FAM60A	58516	0.478174881397323	0.450661859285624
		0.478174881397323	-0.667407405173368
LONP1	9361	0.478266046325546	0.887205852134151
MGP	4256	0.478266046325546	0.336622148953921
		0.478324819502815	0.672958005264868
LINC00114	400866	0.478391236620479	-0.700016645950653
ACHE	43	0.478391236620479	0.455950406430391
		0.478565347404305	0.346966275812417
KRT35	3886	0.478565347404305	0.336276756837091
DSCR9	257203	0.478565347404305	0.329410761491014
		0.478565347404305	0.315765673779412
SLC17A4	10050	0.478565347404305	-0.301455055528105
CCDC154	645811	0.478565347404305	0.280560520896896
FGFBP3	143282	0.478631670003768	-0.334540011879902
		0.478704465438091	-0.39406674544183
BBS7	55212	0.478704465438091	-0.711374248730393
LOC100499484///CCDC180///LOC100499484-C9ORF174	100499484///100499483///57653	0.478968868595117	-0.584149013149509
		0.478968868595117	-0.352426209110785
TCF19	6941	0.479090559668042	0.687478553695096
		0.479135519070973	0.526293589403105
ADAMTS1	9510	0.479135519070973	-0.796234287747059
RPL37A	6168	0.479135519070973	-0.696497681924017
BLOC1S4	55330	0.479636034184069	-0.648603188659478
TMED2	10959	0.479654099946018	0.48308256830849
KANSL3	55683	0.479654099946018	-0.318360429707679
MATN2	4147	0.479654099946018	-0.533690009829574
PDCD5	9141	0.479932169413658	-0.401001808631865
AP2B1	163	0.479932169413658	-0.319966264062742
MIR31	407035	0.479932169413658	0.341145690474019
ENTPD5	957	0.479932169413658	0.558032614322875
XPNPEP3	63929	0.479932169413658	0.469769023230884
DPH5	51611	0.479932169413658	-0.93580166937173
		0.479932169413658	0.368688917293463
SDF4	51150	0.479932169413658	0.517722549686601
UBXN6	80700	0.479963394252853	0.385234142438724
		0.479971228486908	-0.50710243830245
		0.480057945418445	0.829209367183661
		0.480057945418445	-0.517950190357517
FGFR1OP2	26127	0.480061706574869	-0.670747718791342
FOSB	2354	0.480156669803371	-1.36426342969019
DRG1	4733	0.480324642409027	0.65913540730474
		0.480440574833856	-0.757489425451309
		0.480440574833856	0.270250723870099
		0.480440574833856	0.406824644279903
NF1	4763	0.480440574833856	-0.654305617047877
		0.480440574833856	-0.549611310307679
		0.480440574833856	-0.450177083435295
ZFYVE19	84936	0.480440574833856	-0.328981543508498
HIST1H3H	8357	0.480440574833856	-0.847592477203102
SFT2D2	375035	0.480440574833856	0.397496327977777
		0.480440574833856	0.22506252976389
		0.480440574833856	0.285981621529409
PFN1P2	767846	0.480440574833856	0.943346496446079
SNORA6	574040	0.480440574833856	-0.55760107227108
MSH5-SAPCD1///SAPCD1	100532732///401251	0.480440574833856	-0.422602028236437
MYL6B	140465	0.480440574833856	-0.461466339909804
KHNYN	23351	0.480579673566435	-0.500299177502941
EYS	346007	0.480606055893592	0.466098885819772
OR7G1	125962	0.480607882073969	0.364715209090032
KCNA1	3736	0.48061260565124	0.419431187820752
AP3S1	1176	0.48061260565124	0.667698682329086
DDX49	54555	0.480663748814325	0.415777867743955
ACTA2-AS1	100132116	0.480663748814325	-0.5267630778866
		0.480674614881576	0.568118545079903
PSMF1	9491	0.480777364797898	0.515882971394772
MRPL10	124995	0.480777364797898	0.775349139387744
PAPOLB	56903	0.48078920063086	-0.331682913941993
ELMO1	9844	0.48078920063086	-0.706106156969604
		0.48078920063086	0.607358031847223
		0.480844444480663	-0.503809394694933
MTMR7	9108	0.480938781811557	0.280203355608824
		0.480938781811557	-0.528832284108169
SMIM20	389203	0.480986072390061	-0.478581829626307
SIVA1	10572	0.481012615851429	0.383478404314052
PRSS55	203074	0.481048568239011	0.373237925751144
SKA2	348235	0.481048568239011	0.775027676306212
STEAP3	55240	0.481165455252232	0.789596496704084
CEP162	22832	0.481176192938349	0.565719701175164
		0.481394212484294	-0.629855989760459
		0.481527901800353	-0.216156308100491
		0.481671987343948	-0.803771168534311
BRS3	680	0.481671987343948	0.265903804254411
AK2	204	0.481671987343948	0.511086869030885
TOB2	10766	0.481732938056882	-0.465482034974182
CDRT1///FBXW10	374286///10517	0.481732938056882	0.477551258199183
		0.481832309261209	-1.12536915887811
ZNF703	80139	0.481832309261209	0.412230436906208
STRADB	55437	0.481832309261209	1.0301749819348
PHF10	55274	0.481832309261209	-0.353538158140685
		0.481832309261209	-0.1968930813183
LARS	51520	0.481870121810659	-0.749125995239053
RFTN1	23180	0.482253827239026	-0.807723103079247
		0.482397227910715	-0.190467439797876
PHRF1///PHRF1	57661///57661	0.482397227910715	-0.312684311832514
TTC9B	148014	0.482397227910715	0.522858712856047
		0.482397227910715	0.516317516685294
		0.482397227910715	-0.524204722766829
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	729857///729540///727851///653489///400966///285190///84220///5903	0.482397227910715	-1.0314281819848
ZNF600	162966	0.482397227910715	-0.666485562906373
		0.482397227910715	-0.797618058732679
CLASP2	23122	0.482397227910715	0.373702425227291
FASTKD1	79675	0.482432591836338	-0.797631956925652
		0.482541788572693	0.625831264868138
		0.482581293349061	-0.585166438302613
		0.482631672059594	-0.37119960730049
		0.482631672059594	-0.535790974936111
		0.482784050540173	0.173867274427123
NDUFA12	55967	0.482784050540173	0.815624651234639
PERM1	84808	0.483274935605267	0.323937235139215
ERAP1	51752	0.483379460275514	-0.654910891251957
CA5B	11238	0.483387092113725	-0.813876643386928
		0.483387092113725	0.737134706347545
SUDS3	64426	0.483387092113725	-0.531107248460131
		0.483404391990607	0.583129090119934
		0.483445124075184	-0.736740043977289
RPTOR	57521	0.483445124075184	0.435356099356699
LOC101930169///PRAMEF15///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5	101930169///653619///440561///440560///400735///343070///343068	0.483445124075184	-0.4605300289634
DDX59	83479	0.483517543416046	-0.444591407272383
		0.483517543416046	-0.556370464825818
GARNL3	84253	0.483517543416046	-0.509396564814542
MIR191	406966	0.483517543416046	-0.503403016865199
		0.483552591983519	-0.404363458583171
TBC1D22A-AS1	642757	0.483630225679202	0.362466228963234
RAD17	5884	0.483630225679202	0.545088424750654
ERC2-IT1	711	0.483630225679202	0.274795313329248
		0.483630225679202	-0.252387225750164
		0.483630225679202	0.514316682787745
		0.483630225679202	0.662158642409478
		0.483630225679202	-0.711689800161928
		0.483630225679202	0.486075696572549
SNORD52	26797	0.483630225679202	0.724419105064379
		0.483630225679202	0.421633094614219
BOLA2-SMG1P6///LOC101060386///SMG1P3///BOLA2B///SMG1P1///SMG1P5///BOLA2///SMG1P2///SMG1	107282092///101060386///100271836///654483///641298///595101///552900///440354///23049	0.483883210038893	-0.907114379996569
		0.483895374050315	1.27174567102761
LINC00525	84847	0.48397847961021	0.39032716289624
PTPRN2	5799	0.483986550077969	0.480830135326634
PGF	5228	0.483986550077969	0.330538980250492
		0.483986550077969	-0.152681835517483
EIF3H	8667	0.483986550077969	-0.346439187908654
SFTPA2///SFTPA1///SFTPA2///SFTPA1	729238///653509///729238///653509	0.483986550077969	0.326969739002776
LOC401286	401286	0.484200877003801	-0.286665852410294
SLC14A2	8170	0.484303108816865	0.384858194886601
ADGRE3	84658	0.484326723473113	0.479768437521078
MRFAP1	93621	0.484326723473113	-0.758287492285946
NXF3	56000	0.484453579837345	1.44012315238824
ZNF493	284443	0.48445507316835	0.990757880649999
		0.484459952876207	-0.272414107669445
PCDHA11	56138	0.484459952876207	0.502586798290033
		0.484550205209956	-0.423864268529083
		0.484550205209956	0.732238503388235
ZNF740	283337	0.484550205209956	-0.670466284155393
FKBP3	2287	0.484607765763078	-0.907173523710292
		0.484628426013921	0.553003019748695
C3P1	388503	0.484628426013921	-0.245791597213888
KIAA1755	85449	0.484684595695347	-0.304890218325164
CCNO	10309	0.484689729893343	0.436109443311277
ACSS3	79611	0.484847623876873	-0.296317341472386
		0.484847623876873	-0.380077947391666
HAUS6	54801	0.484847623876873	0.684274842524347
		0.485080827928944	0.286152601698529
		0.485080827928944	-1.13366322968399
NAIP	4671	0.485080827928944	0.969755095311763
CLCC1	23155	0.485134448708518	-0.765981071009802
SNORA9///SNHG15	677798///285958	0.485134448708518	-0.659944339397878
		0.485224030754929	-0.322609986791992
		0.485306403429908	-1.22070074583954
SNORD49A	26800	0.485329430538149	0.954434470225817
		0.485330208298506	0.444107806029407
COL17A1	1308	0.485330208298506	-0.252283430914214
IVD	3712	0.485350841219056	-0.599100850583498
		0.485350841219056	0.382402279060293
CFHR1	3078	0.485407552309791	-0.465124004768464
RB1CC1	9821	0.485570232971517	-0.515979733437255
GAB2	9846	0.485570232971517	1.05779316854281
		0.485570232971517	-1.00794948488448
		0.485570232971517	-0.538011044255718
DNAH7	56171	0.485570232971517	0.23889653220817
		0.485570232971517	-0.494768981950327
SLC39A2	29986	0.485570232971517	0.267160071547059
ABHD11	83451	0.485570232971517	0.4905147754018
LOC101926933///LIMD1-AS1	101926933///644714	0.485570232971517	0.894304063483498
RPL41P5///RPL41///RPL41	6172///6171///6171	0.485570232971517	0.244997960470593
CHUK	1147	0.485570232971517	0.542959110045752
UBAP2L	9898	0.485570232971517	0.390186974572057
S1PR1	1901	0.485570232971517	1.25769098095082
TRAF3	7187	0.485755347993888	0.49139497672598
		0.485755347993888	0.27875854515196
ART5	116969	0.485865235652727	-0.51365357547974
TCERG1	10915	0.485865235652727	0.331846483081373
ZNF143	7702	0.485865235652727	0.461609160564541
		0.485865235652727	-0.258670592161438
RSRP1	57035	0.485865235652727	-0.498335655296412
POLR2D	5433	0.485926338260407	0.461708944267321
ZNF280C	55609	0.485926338260407	0.836368601422876
		0.485926338260407	-0.218582085215688
		0.485926338260407	0.383317517022059
ELAC1	55520	0.48613210584332	-0.649673908850327
ISG20L2	81875	0.486359287451241	0.414779826967812
ERAP2	64167	0.486359287451241	1.00009450429657
		0.486382668355628	-0.261299360241503
RNF123	63891	0.486425749115663	0.425860150424999
RFPL4A	342931	0.486425749115663	0.63692331887549
		0.486425749115663	0.358476851470587
PWP1	11137	0.486425749115663	-0.40750166085817
KLHL7	55975	0.486425749115663	-0.486025368097058
		0.486425749115663	-0.913817616551634
FUT11	170384	0.486425749115663	0.442668648402122
ARAP3	64411	0.486516073377632	0.42807374888219
MEA1	4201	0.486516073377632	0.480887389087416
NRXN2	9379	0.486519569873295	0.474179837717321
TRAJ17///TRAV12-2	28738///28673	0.48667627446776	0.562035335460946
		0.486790916153422	0.904832844170916
RTN4	57142	0.486801534065286	-0.443567209047222
CLCN5	1184	0.486801534065286	0.733795929314213
KCP	375616	0.486801534065286	-0.30978263955523
		0.487008725778853	1.68092049775425
RPS2P32	256355	0.487052058423498	-0.325215576474672
SPAG16	79582	0.487052058423498	-0.701407472909804
TMEM116	89894	0.487133132401304	0.787584936836601
		0.487133132401304	0.912017273204575
		0.487155465828301	0.62713644831111
DDOST	1650	0.487155465828301	-0.57653181035
PITRM1	10531	0.487155465828301	0.426131421630885
RNF185-AS1	100852405	0.487155465828301	0.613295098632353
		0.487203691053446	-0.354738151550652
		0.487666068387365	-0.284435663788889
ARR3	407	0.48792832424637	0.282544229060295
		0.48792832424637	-0.506591521800656
SPINK14	408187	0.48792832424637	-0.202852778294607
TBC1D2B	23102	0.48792832424637	0.688883173324999
KRT23	25984	0.48792832424637	0.393879386159477
		0.48792832424637	-0.740994162441667
KCNE3	10008	0.48792832424637	0.763864271921407
		0.48792832424637	-0.308467704527451
MSH2	4436	0.488047660756925	-0.892326273645097
		0.488321868808834	-0.277711139349837
HSF2	3298	0.488497219979391	-0.398829596393791
		0.4885021855839	0.885379776864868
GSG1	83445	0.4885021855839	0.414443248346732
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	102724238///100126582///654466///403323///387628///2252	0.4885021855839	-0.55459921656585
SEMA5A	9037	0.488564928064257	0.436472380340523
		0.488740656382599	0.438638690754902
OR1J1	347168	0.488761595856853	-0.365067487910294
SNAP25	6616	0.489015103827976	0.431718968016015
TRMT12	55039	0.489457327246487	-0.689894330149507
		0.489457327246487	0.623653154795588
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.489551752963957	0.763646735035131
KRTAP22-1	337979	0.489609325970804	-0.377004864305064
GPR75-ASB3///ASB3	100302652///51130	0.48973165323233	-0.403296564797225
EXOC6	54536	0.489777807313842	0.394692770097548
AEBP2	121536	0.489878105648688	-0.433981215443952
		0.489878105648688	0.595848283045751
		0.490147991427979	0.864893487696241
GJB7	375519	0.490147991427979	0.289766772447876
RPS8	6202	0.490147991427979	-0.408157759753266
KLF15	28999	0.490147991427979	0.524781904320099
FOXI2	399823	0.490147991427979	0.296633536906535
ABHD16B	140701	0.490147991427979	0.368466397252288
		0.490211261427886	-0.77736488856013
OR6S1	341799	0.49062438353598	-0.341144454807843
		0.49062438353598	0.274039308224347
TANC1	85461	0.49062438353598	-1.11271816597124
ZSWIM8	23053	0.490654906825534	0.400436222988728
TNK2	10188	0.490719272465286	-0.448822167930063
AGVR6190	643797	0.490789457697567	0.450322582350166
AP3M1	26985	0.490789457697567	0.361277971430228
MRPL24	79590	0.490789457697567	0.799788199046076
CEP112	201134	0.490789457697567	-0.702534840362093
FGF7	2252	0.490789457697567	-0.338481643403269
ATXN1	6310	0.490789457697567	-1.0682808614567
		0.490789457697567	0.708789090833007
SLC9B2	133308	0.490789457697567	-0.784357612409312
		0.490789457697567	-1.09777454991536
FBLIM1	54751	0.49106116098817	-0.459507919271405
CPLX4	339302	0.49106116098817	-0.223131704735131
CACTIN	58509	0.491210091553981	0.336751026665361
LOC554206	554206	0.491229869793972	-0.389882393479738
SPATA3	130560	0.491229869793972	0.379906713769119
KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	83895///81851///81850///81850	0.491229869793972	-0.274692729797057
LRRC39	127495	0.491557539149932	0.6656905549866
CPO	130749	0.491812144175985	-0.311427106330719
		0.49197750946109	0.639467895269444
TMEM209	84928	0.49197750946109	0.641048014352615
CCZ1B///CCZ1	221960///51622	0.491980971395232	-0.605940325691829
SEPT8	23176	0.491980971395232	0.884039800944279
GRSF1	2926	0.492019794457308	-0.452669821428268
VANGL2	57216	0.49211279073239	-0.493954955526797
SPATA31C2///SPATA31C1	645961///441452	0.492196684705328	-0.341128148274181
		0.492196684705328	0.992204844951962
KRTAP4-5	85289	0.492196684705328	-0.433948245595423
		0.492196684705328	-0.762433327058171
NLN	57486	0.492196684705328	0.759132498011272
SNORA41	619569	0.492196684705328	0.983990181580228
GUCD1	83606	0.492269286621644	0.440228077251801
SLC8A1	6546	0.492269286621644	1.12351405097141
JOSD2	126119	0.492269286621644	0.327632866770425
PRG4	10216	0.492269286621644	0.317762859317648
ANKRD33	341405	0.492269286621644	0.291329818519608
PS1TP4///SLC35F5	414327///80255	0.492269286621644	-0.697062714067322
PNMA5	114824	0.492353830723691	0.331161618722713
CAPN12	147968	0.492353830723691	0.366188154543628
		0.492353830723691	0.790675393525491
PEX13///PEX13	5194///5194	0.492353830723691	-0.458665577385622
MYZAP///GCOM1	100820829///145781	0.492353830723691	0.53682273734755
		0.492393145487426	0.330302916973858
		0.492393145487426	0.1979449391183
RNA45S5///RNA18S5	100861532///100008588	0.492393145487426	0.511682303398695
NIPBL	25836	0.492438019360672	0.359305356291175
ZDHHC19	131540	0.492527560356105	0.307757858496243
		0.492531941985324	0.710426944520914
BIVM-ERCC5///BIVM	100533467///54841	0.492531941985324	-1.32232107313987
MTSS1	9788	0.492531941985324	1.35286888697925
PXN	5829	0.492652559006293	0.601580055957355
OR4K17	390436	0.492924832605946	0.328217307968301
ZIC4	84107	0.493044104140596	0.278564087502289
GYS1	2997	0.493044104140596	0.368296433951795
DKFZp434E1119	283218	0.493145564046421	-0.586220204224835
PAPPA2	60676	0.493189222013683	0.233824491998531
FAM219A	203259	0.49323184888698	-0.360725038291177
MIR105-2///MIR105-1	406898///406897	0.49323184888698	0.323892123700491
TUSC2	11334	0.49324039634152	-0.309704696715359
		0.49324039634152	0.313504374496242
		0.49324039634152	0.684087797375164
C4orf26	152816	0.493308168455591	0.229854271667647
		0.493308168455591	-0.945123820618299
PLEK2	26499	0.493308168455591	0.461499887008659
TSR3	115939	0.493308168455591	-0.54445254764134
RIMKLB	57494	0.493308168455591	-1.2549146714585
RNASEK-C17orf49///RNASEK///C17orf49	100529209///440400///124944	0.493511582491622	0.405402253439544
GOLPH3L	55204	0.493514255739286	-0.634298324131208
		0.493656080051695	0.32948456889281
RAPGEF3	10411	0.493719232082391	-0.333761265187093
		0.49376401471453	0.259172353528432
		0.493821464409762	-0.297113962767648
CBFA2T3	863	0.493855682574519	-0.598736338944119
USP36	57602	0.493855682574519	0.430080093404741
OLIG2	10215	0.493891479380635	0.464843581769609
C7orf49	78996	0.493891479380635	-0.477064929713234
		0.493925997630334	-0.250462879863399
		0.493925997630334	-0.485654044379738
		0.493925997630334	-0.586237640376797
		0.493925997630334	0.511561634113726
CHD1L	9557	0.493925997630334	-0.508225892804086
CDC20B	166979	0.493925997630334	0.281008610225328
		0.493925997630334	-0.424551943895426
EMD	2010	0.493925997630334	0.546247439161929
		0.493998886685893	0.609006179910619
		0.493998886685893	-0.619403627289541
		0.493998886685893	-0.434449924752777
		0.494028122810567	-0.392093710227125
		0.494061439237459	-0.608641993211599
SIGLEC10	89790	0.494152105056572	0.642966743438727
		0.494155554114949	-0.543950573894771
ERI1	90459	0.494267991899256	0.634510615549021
KLHL21	9903	0.494267991899256	0.399504408336437
SPTLC1	10558	0.494506975629039	-0.512321923644119
LMNB1	4001	0.494506975629039	0.910010301235292
		0.494593604604312	1.15436845078121
RCHY1	25898	0.494646783317372	-0.712552190889379
		0.494646783317372	-0.192425109317647
TCERG1L	256536	0.494646783317372	0.588934396364868
		0.494675851368372	-0.433966899394118
SLN	6588	0.49474072644903	0.284615994011438
SMG7	9887	0.494760662410737	0.546257944020097
		0.494760662410737	0.675786700898367
ZNF675	171392	0.494981556206068	1.02001530822304
		0.494981556206068	0.863194619926309
		0.494981556206068	0.614722776075655
		0.495046707404666	-0.764887850007679
		0.495195919702222	-0.271308646268791
KDM4A	9682	0.495195919702222	-0.552961192450329
PPP1R14B///LIMK2	26472///3985	0.495195919702222	0.388303584781045
MRPL1	65008	0.495477811230104	-0.82433718249036
		0.495523392336012	1.06646877332451
NGRN	51335	0.495523392336012	-0.729404419935292
GPCPD1	56261	0.495557551536844	0.690399143661272
SNAP47	116841	0.495557551536844	0.342573740194609
DPP6	1804	0.495575672365361	0.314697851620588
KRTAP19-2	337969	0.495575672365361	0.306569730700981
		0.495575672365361	-0.29971297816683
RINT1	60561	0.495577501707113	-0.410634842313072
		0.495592430676024	-0.325857428825817
APOOL	139322	0.495592430676024	0.798596721498365
GPHA2	170589	0.495592430676024	0.283927892629737
		0.495668944292509	-0.287182463577941
TGIF2-C20orf24///C20orf24	100527943///55969	0.495682021133187	0.662689956086278
AIPL1	23746	0.495725602794038	-0.364613704922386
		0.495763390700735	-0.705604818208008
GSPT2	23708	0.495763390700735	-0.865562644521078
		0.495857199255678	-1.11285858104232
		0.495890769276295	-0.573796579268791
SLC4A5	57835	0.495933954121438	-0.758179496950491
		0.495933954121438	-0.64361214378987
COPS6	10980	0.495964778004147	-0.539646817022383
DOC2B	8447	0.496204302174094	0.553877833528923
		0.496211661194822	0.681970650296078
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	114336///114335///94115///94027///93659///3972///1082///94027	0.496285671310687	0.767739181993464
		0.49636556440257	0.726818117252288
		0.49636556440257	0.444510138453593
		0.49636556440257	-0.214137193289543
		0.49636556440257	0.21541748974183
F8A3///F8A2///F8A1	474384///474383///8263	0.49636556440257	0.910245897940683
RBM3	5935	0.496575924043894	-0.405373456750656
LOC100288637///OTUD7A	100288637///161725	0.496692499230199	0.639822236777124
KCNA7	3743	0.496692499230199	0.316839968937091
F2RL2	2151	0.496834553158036	-0.560294162816666
ZNF583	147949	0.496834553158036	-0.641232155786603
SRPRB	58477	0.496855165166532	-0.623682650447223
HSPBP1	23640	0.496855165166532	0.350044124502452
		0.496898403617725	0.430242197800654
PDCD4	27250	0.49709105581775	-0.71702691355523
SLC44A4	80736	0.49709105581775	0.470175118821894
PCDH20	64881	0.49709105581775	-0.30917762317549
PTK7	5754	0.49709105581775	-0.624221263437583
HNRNPD	3184	0.49709105581775	0.311570024611111
ACSL1	2180	0.49709105581775	1.21504701235687
DHFR2	200895	0.49709105581775	-0.681528250310459
MYO3B	140469	0.49709105581775	-0.520333305187255
		0.49709105581775	0.335559295259968
PHACTR2	9749	0.49709105581775	0.888734028741994
		0.49709105581775	0.345597258980067
KMT2D	8085	0.49709105581775	0.497164797298859
ZNRD1	30834	0.49709105581775	-0.58435944888562
		0.49713997326453	0.298680889851308
SRRM4	84530	0.49713997326453	-0.290707601365852
		0.49713997326453	-0.571424407201634
NADK2	133686	0.49713997326453	-0.56943032125425
PTCHD1	139411	0.49713997326453	0.483525065709314
		0.49713997326453	-0.444412714331862
FUT4	2526	0.49713997326453	0.500512742589873
ZNF438///ZNF438	220929///220929	0.497183716741477	0.713183013671569
		0.497183716741477	-0.456907398230229
ABCG8	64241	0.497201089405839	0.328868463912255
HBD	3045	0.497201089405839	1.45263503714592
		0.497201089405839	0.902208777801798
SPARCL1	8404	0.497268285892185	0.237088380585621
MPZL2	10205	0.497268285892185	-0.71199440903513
DPEP3	64180	0.497268285892185	-0.373961595466504
STXBP1	6812	0.497268285892185	-0.849849702641012
ANKAR	150709	0.497268285892185	-0.589269459934478
		0.497268285892185	0.771564837124348
		0.497383749508825	0.57364639882549
		0.497383749508825	0.505142685235459
		0.497690405659775	0.49714909004232
		0.498092193876353	-0.234967083592811
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.498092193876353	-0.735563668075325
		0.498092193876353	0.306949489091504
		0.498092193876353	0.629846443404902
		0.498092193876353	-0.496968485713071
GNLY	10578	0.498092193876353	1.1615438943183
COL6A5	256076	0.498167313936971	0.646968678549348
		0.498170916048435	-0.724677535299512
SRPRA	6734	0.498266674477951	0.35739868422402
WNT6	7475	0.498266674477951	-0.323672469713236
		0.498266674477951	-0.776504871176797
SIRT3	23410	0.49831742383932	-0.41893119656438
		0.498520465703029	-1.05321066774281
SNORD116-24	100033435	0.498520465703029	-2.15133975407941
		0.498535537038238	-0.573417468834805
TAS2R16	50833	0.498570200283212	-0.198536506086437
TSNAX-DISC1///TSNAX	100303453///7257	0.498570200283212	0.545987345776469
PLEKHO1	51177	0.498641506600222	0.741464811663887
		0.498641506600222	0.609210312118956
		0.498641697825278	0.460209919029575
KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100132285///553128///115653///57292///3813///3812///3811///3810///3809///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.498641697825278	0.640428118559477
SH3GLB2	56904	0.498641697825278	-0.540061018407027
		0.498641697825278	0.523694032300491
PTRH1	138428	0.498641697825278	-0.344406618333987
		0.498927196194969	-0.494143597262255
		0.498986791178925	0.520350398053105
		0.49900825118925	0.803314324230557
XPA	7507	0.499010069804696	-0.376745498242811
PPM1K	152926	0.499010069804696	-0.794402254354575
SNCG	6623	0.49915822579688	0.282114509764217
		0.49915822579688	-0.426745659809314
LAMB3	3914	0.499228343435385	0.428478769445753
NFE2	4778	0.499228343435385	-0.968866587987581
LRRK1	79705	0.499228343435385	1.04564975958922
HDX	139324	0.499228343435385	-0.435925239791667
ERMAP	114625	0.499228343435385	0.56886023134575
SERINC1	57515	0.499228343435385	-0.539722977094122
TMEM266	123591	0.499228343435385	0.397776176239052
		0.499228343435385	-0.229255097539216
		0.499228343435385	0.32649225460049
KIAA1549	57670	0.499241192192861	-0.546714642401308
FAM167A	83648	0.499287392575084	0.518649566456045
		0.499287392575084	-0.349379395093136
DOC2A	8448	0.499288074346442	0.525472554929411
		0.499288074346442	0.603818349469445
		0.499331818294933	-0.400240939286764
